sionna_material,visual_material,slot_count,object_count,face_count,texture_files,objects_preview,strict_reason
itu_concrete,Concrete_White_Trim_Building_1,6,6,2388,Concrete_Spec.png;Concrete_white_Diff.png;Stone_Trim_Norm.png,Downtown_6mX15m_01_2storey0_mesh1_BuildingNode;Downtown_6mX15m_01_2storey0_mesh1_BuildingNode.001;Downtown_6mX15m_01_2storey0_mesh1_BuildingNode.002;Downtown_6mX15m_01_2storey0_mesh1_BuildingNode.003;Downtown_6mX15m_01_2storey0_mesh1_BuildingNode.004;Downtown_6mX15m_01_2storey0_mesh1_BuildingNode.005,direct concrete/cement material name or texture
itu_concrete,Concrete_WhiteEmissive1_Building,2,2,736,Concrete_Norm.png;Concrete_Spec.png;Concrete_white_Diff.png,Downtown_30mx30m_Corner_01_5storey0_mesh1_BuildingNode;Downtown_30mx30m_Corner_01_5storey0_mesh1_BuildingNode.001,direct concrete/cement material name or texture
itu_concrete,Concrete_WhiteEmissive1_Building_1,2,2,328,Concrete_Norm.png;Concrete_Spec.png;Concrete_white_Diff.png,mX15m_01_5storey_Interior_mesh_BuildingNode;mX15m_01_5storey_TopInterior_mesh_BuildingNode,direct concrete/cement material name or texture
itu_concrete,Concrete_WhiteEmissive1_Prop,2,2,222,Concrete_Norm.png;Concrete_Spec.png;Concrete_white_Diff.png,Downtown_30mx15m_01_5storey_Interior1_PropNode;Downtown_30mx15m_01_5storey_Interior_PropNode,direct concrete/cement material name or texture
itu_concrete,Emmissive_ConcretePopcorn_Building,2,2,104,ConcretePopcorn_Diff.png;ConcretePopcorn_Norm.png;ConcretePopcorn_Spec.png,Downtown_15mX30m_Corner_10storey0_Interior_Emissive0_Bu_c2f;Downtown_15mX30m_Corner_10storey0_Interior_Emissive0_Bu_c2f322e,direct concrete/cement material name or texture
itu_concrete,Foundation_Concrete1_Building,2,2,358,Foundation_Diff.png;Foundation_Norm.png;Foundation_Spec.png,Downtown_20mX30m_Corner_02_3storey0_mesh_BuildingNode;Downtown_20mX30m_Corner_02_3storey0_mesh_BuildingNode.001,direct concrete/cement material name or texture
itu_concrete,Foundation_Concrete2_Building,6,6,192,Foundation_Diff.png;Foundation_Norm.png;Foundation_Spec.png,Downtown_6mX15m_01_2storey0_mesh1_BuildingNode;Downtown_6mX15m_01_2storey0_mesh1_BuildingNode.001;Downtown_6mX15m_01_2storey0_mesh1_BuildingNode.002;Downtown_6mX15m_01_2storey0_mesh1_BuildingNode.003;Downtown_6mX15m_01_2storey0_mesh1_BuildingNode.004;Downtown_6mX15m_01_2storey0_mesh1_BuildingNode.005,direct concrete/cement material name or texture
itu_concrete,Foundation_Concrete3_Building,5,5,530,Foundation_Diff.png;Foundation_Norm.png;Foundation_Spec.png,Downtown_15mX15m_02_5storey0_BuildingNode;Downtown_15mX15m_02_5storey0_BuildingNode.001;Downtown_15mX15m_02_5storey0_BuildingNode.002;Downtown_15mX15m_02_5storey0_BuildingNode.003;Downtown_15mX15m_02_5storey0_BuildingNode.004,direct concrete/cement material name or texture
itu_concrete,Foundation_Concrete3_Building_1,4,4,512,Foundation_Diff.png;Foundation_Norm.png;Foundation_Spec.png,Downtown_30mX45m_Corner_5storey_mesh_BuildingNode;Downtown_30mX45m_Corner_5storey_mesh_BuildingNode.001;Downtown_30mX45m_Corner_5storey_mesh_BuildingNode.002;Downtown_30mX45m_Corner_5storey_mesh_BuildingNode.003,direct concrete/cement material name or texture
itu_concrete,Foundation_Concrete3_Building_2,6,6,192,Foundation_Diff.png;Foundation_Spec.png,DownTown_6mX15m_02_2storey0_mesh1_BuildingNode;DownTown_6mX15m_02_2storey0_mesh1_BuildingNode.001;DownTown_6mX15m_02_2storey0_mesh1_BuildingNode.002;DownTown_6mX15m_02_2storey0_mesh1_BuildingNode.003;DownTown_6mX15m_02_2storey0_mesh1_BuildingNode.004;DownTown_6mX15m_02_2storey0_mesh1_BuildingNode.005,direct concrete/cement material name or texture
itu_concrete,Foundation_Concrete3_Building_3,3,3,264,Foundation_Diff.png;Foundation_Norm.png;Foundation_Spec.png,Downtown_15mX30m_11storey_mesh_BuildingNode;Downtown_15mX30m_11storey_mesh_BuildingNode.001;Downtown_15mX30m_11storey_mesh_BuildingNode.002,direct concrete/cement material name or texture
itu_concrete,Foundation_Concrete3_Building_4,2,2,84,Foundation_Diff.png;Foundation_Norm.png;Foundation_Spec.png,Downtown_14mX15m_Corner_01_5storey0_BuildingNode;Downtown_14mX15m_Corner_01_5storey0_BuildingNode.001,direct concrete/cement material name or texture
itu_concrete,Foundation_Concrete3_Building_5,1,1,96,Foundation_Diff.png;Foundation_Norm.png;Foundation_Spec.png,_30mX30m_8storey_mesh_BuildingNode,direct concrete/cement material name or texture
itu_concrete,Foundation_Concrete3_Building_6,1,1,106,Foundation_Diff.png;Foundation_Norm.png;Foundation_Spec.png,Downtown_15mX15m_01_5storey0_mesh_BuildingNode,direct concrete/cement material name or texture
itu_concrete,Foundation_Concrete3_Building_7,3,3,318,Foundation_Diff.png;Foundation_Norm.png;Foundation_Spec.png,Downtown_15mX30m_01_5storey_Mesh0_BuildingNode;Downtown_15mX30m_01_5storey_Mesh0_BuildingNode.001;Downtown_15mX30m_01_5storey_Mesh0_BuildingNode.002,direct concrete/cement material name or texture
itu_concrete,Foundation_Concrete3_Building_8,4,4,168,Foundation_Diff.png;Foundation_Norm.png;Foundation_Spec.png,Downtown_14mX15m_Corner_02_5storey0_BuildingNode;Downtown_14mX15m_Corner_02_5storey0_BuildingNode.001;Downtown_14mX15m_Corner_02_5storey0_BuildingNode.002;Downtown_14mX15m_Corner_02_5storey0_BuildingNode.003,direct concrete/cement material name or texture
itu_concrete,Foundation_Concrete3_Prop,1,1,106,Foundation_Diff.png;Foundation_Norm.png;Foundation_Spec.png,Downtown_30mx15m_01_5storey0_PropNode,direct concrete/cement material name or texture
itu_concrete,Foundation_Concrete4_Building,1,1,16,Foundation_Diff.png;Foundation_Norm.png;Foundation_Spec.png,Downtown_9mX14m_01_1storey_mesh_BuildingNode,direct concrete/cement material name or texture
itu_concrete,Foundation_Concrete4_Building_1,12,12,480,Foundation_Diff.png;Foundation_Norm.png;Foundation_Spec.png,Downtown_8mX15m_01_4storey_0_mesh1_BuildingNode;Downtown_8mX15m_01_4storey_0_mesh1_BuildingNode.001;Downtown_8mX15m_01_4storey_0_mesh1_BuildingNode.002;Downtown_8mX15m_01_4storey_0_mesh1_BuildingNode.003;Downtown_8mX15m_01_4storey_0_mesh1_BuildingNode.004;Downtown_8mX15m_01_4storey_0_mesh1_BuildingNode.005;Downtown_8mX15m_01_4storey_0_mesh1_BuildingNode.006;Downtown_8mX15m_01_4storey_0_mesh1_BuildingNode.007;Downtown_8mX15m_01_4storey_0_mesh1_BuildingNode.008;Downtown_8mX15m_01_4storey_0_mesh1_BuildingNode.009;Downtown_8mX15m_01_4storey_0_mesh1_BuildingNode.010;Downtown_8mX15m_01_4storey_0_mesh1_BuildingNode.011,direct concrete/cement material name or texture
itu_concrete,Foundation_Concrete4_Building_2,3,3,384,Foundation_Diff.png;Foundation_Norm.png;Foundation_Spec.png,Downtown_30mX30m_OffsetHeights0_mesh1_BuildingNode;Downtown_30mX30m_OffsetHeights0_mesh1_BuildingNode.001;Downtown_30mX30m_OffsetHeights0_mesh1_BuildingNode.002,direct concrete/cement material name or texture
itu_concrete,Foundation_Concrete4_Building_3,2,2,256,Foundation_Diff.png;Foundation_Norm.png;Foundation_Spec.png,Downtown_30mx30m_Corner_01_5storey0_mesh1_BuildingNode;Downtown_30mx30m_Corner_01_5storey0_mesh1_BuildingNode.001,direct concrete/cement material name or texture
itu_concrete,Foundation_Concrete4_Building_4,1,1,128,Foundation_Diff.png;Foundation_Norm.png;Foundation_Spec.png,Downtown_30mX30m_02_5storey0_mesh_BuildingNode,direct concrete/cement material name or texture
itu_concrete,Foundation_Concrete5_Building,5,5,200,Foundation_Diff.png;Foundation_Norm.png;Foundation_Spec.png,Downtown_8mX15m_02_4storey0_mesh_BuildingNode;Downtown_8mX15m_02_4storey0_mesh_BuildingNode.001;Downtown_8mX15m_02_4storey0_mesh_BuildingNode.002;Downtown_8mX15m_02_4storey0_mesh_BuildingNode.003;Downtown_8mX15m_02_4storey0_mesh_BuildingNode.004,direct concrete/cement material name or texture
itu_concrete,Fountain_Concrete_Tex1_Prop,1,1,1728,Cobblestone2_Diff.png;Cobblestone2_Norm.png;Cobblestone2_Spec.png,Fountain_LoD0_PropNode,direct concrete/cement material name or texture
itu_concrete,SkyScraper_40mx40m_31Story:Concrete_Brown1_Building,3,3,1236,Concrete_Brown_Diff.png;Concrete_Norm.png;Concrete_Spec.png,Downtown_30mX30m_OffsetHeights0_mesh1_BuildingNode;Downtown_30mX30m_OffsetHeights0_mesh1_BuildingNode.001;Downtown_30mX30m_OffsetHeights0_mesh1_BuildingNode.002,direct concrete/cement material name or texture
itu_glass,Glass11_Building,3,3,858,Glass_Diff.png;Glass_Spec.png,Downtown_30mX30m_OffsetHeights0_mesh1_BuildingNode;Downtown_30mX30m_OffsetHeights0_mesh1_BuildingNode.001;Downtown_30mX30m_OffsetHeights0_mesh1_BuildingNode.002,direct glass/window/transparent material name or texture
itu_glass,Glass12_Building,6,6,456,Glass_Diff.png;Glass_Spec.png,Downtown_6mX15m_01_2storey0_mesh1_BuildingNode;Downtown_6mX15m_01_2storey0_mesh1_BuildingNode.001;Downtown_6mX15m_01_2storey0_mesh1_BuildingNode.002;Downtown_6mX15m_01_2storey0_mesh1_BuildingNode.003;Downtown_6mX15m_01_2storey0_mesh1_BuildingNode.004;Downtown_6mX15m_01_2storey0_mesh1_BuildingNode.005,direct glass/window/transparent material name or texture
itu_glass,Glass13_Building,12,12,4464,Glass_Diff.png;Glass_Spec.png,Downtown_8mX15m_01_4storey_0_mesh1_BuildingNode;Downtown_8mX15m_01_4storey_0_mesh1_BuildingNode.001;Downtown_8mX15m_01_4storey_0_mesh1_BuildingNode.002;Downtown_8mX15m_01_4storey_0_mesh1_BuildingNode.003;Downtown_8mX15m_01_4storey_0_mesh1_BuildingNode.004;Downtown_8mX15m_01_4storey_0_mesh1_BuildingNode.005;Downtown_8mX15m_01_4storey_0_mesh1_BuildingNode.006;Downtown_8mX15m_01_4storey_0_mesh1_BuildingNode.007;Downtown_8mX15m_01_4storey_0_mesh1_BuildingNode.008;Downtown_8mX15m_01_4storey_0_mesh1_BuildingNode.009;Downtown_8mX15m_01_4storey_0_mesh1_BuildingNode.010;Downtown_8mX15m_01_4storey_0_mesh1_BuildingNode.011,direct glass/window/transparent material name or texture
itu_glass,Glass13_Building_1,5,5,1860,Glass_Diff.png;Glass_Spec.png,Downtown_8mX15m_02_4storey0_mesh_BuildingNode;Downtown_8mX15m_02_4storey0_mesh_BuildingNode.001;Downtown_8mX15m_02_4storey0_mesh_BuildingNode.002;Downtown_8mX15m_02_4storey0_mesh_BuildingNode.003;Downtown_8mX15m_02_4storey0_mesh_BuildingNode.004,direct glass/window/transparent material name or texture
itu_glass,Glass13_Building_2,6,6,456,Glass_Diff.png;Glass_Spec.png,DownTown_6mX15m_02_2storey0_mesh1_BuildingNode;DownTown_6mX15m_02_2storey0_mesh1_BuildingNode.001;DownTown_6mX15m_02_2storey0_mesh1_BuildingNode.002;DownTown_6mX15m_02_2storey0_mesh1_BuildingNode.003;DownTown_6mX15m_02_2storey0_mesh1_BuildingNode.004;DownTown_6mX15m_02_2storey0_mesh1_BuildingNode.005,direct glass/window/transparent material name or texture
itu_glass,Glass1_Building,2,2,272,Glass_Diff.png;Glass_Spec.png,Downtown_20mX30m_Corner_02_3storey0_mesh_BuildingNode;Downtown_20mX30m_Corner_02_3storey0_mesh_BuildingNode.001,direct glass/window/transparent material name or texture
itu_glass,Glass3_Building,5,5,1970,Glass_Diff.png;Glass_Spec.png,Downtown_15mX15m_02_5storey0_BuildingNode;Downtown_15mX15m_02_5storey0_BuildingNode.001;Downtown_15mX15m_02_5storey0_BuildingNode.002;Downtown_15mX15m_02_5storey0_BuildingNode.003;Downtown_15mX15m_02_5storey0_BuildingNode.004,direct glass/window/transparent material name or texture
itu_glass,Glass3_Building_1,4,4,664,Glass_Diff.png;Glass_Spec.png,Downtown_30mX45m_Corner_5storey_mesh_BuildingNode;Downtown_30mX45m_Corner_5storey_mesh_BuildingNode.001;Downtown_30mX45m_Corner_5storey_mesh_BuildingNode.002;Downtown_30mX45m_Corner_5storey_mesh_BuildingNode.003,direct glass/window/transparent material name or texture
itu_glass,Glass3_Building_2,3,3,564,Glass_Diff.png;Glass_Spec.png,Downtown_15mX30m_11storey_mesh_BuildingNode;Downtown_15mX30m_11storey_mesh_BuildingNode.001;Downtown_15mX30m_11storey_mesh_BuildingNode.002,direct glass/window/transparent material name or texture
itu_glass,Glass3_Building_3,2,2,392,Glass_Diff.png;Glass_Spec.png,Downtown_14mX15m_Corner_01_5storey0_BuildingNode;Downtown_14mX15m_Corner_01_5storey0_BuildingNode.001,direct glass/window/transparent material name or texture
itu_glass,Glass3_Building_4,1,1,364,Glass_Diff.png;Glass_Spec.png,_30mX30m_8storey_mesh_BuildingNode,direct glass/window/transparent material name or texture
itu_glass,Glass3_Building_5,4,4,1108,Glass_Diff.png;Glass_Spec.png,Downtown_15mX30m_Corner_10storey0_Interior_Emissive0_Bu_c2f;Downtown_15mX30m_Corner_10storey0_Interior_Emissive0_Bu_c2f322e;Downtown_15mX30m_Corner_10storey0_mesh_BuildingNode;Downtown_15mX30m_Corner_10storey0_mesh_BuildingNode.001,direct glass/window/transparent material name or texture
itu_glass,Glass3_Building_6,1,1,266,Glass_Diff.png;Glass_Spec.png,Downtown_15mX15m_01_5storey0_mesh_BuildingNode,direct glass/window/transparent material name or texture
itu_glass,Glass3_Building_7,3,3,1830,Glass_Diff.png;Glass_Spec.png,Downtown_15mX30m_01_5storey_Mesh0_BuildingNode;Downtown_15mX30m_01_5storey_Mesh0_BuildingNode.001;Downtown_15mX30m_01_5storey_Mesh0_BuildingNode.002,direct glass/window/transparent material name or texture
itu_glass,Glass3_Building_8,4,4,784,Glass_Diff.png;Glass_Spec.png,Downtown_14mX15m_Corner_02_5storey0_BuildingNode;Downtown_14mX15m_Corner_02_5storey0_BuildingNode.001;Downtown_14mX15m_Corner_02_5storey0_BuildingNode.002;Downtown_14mX15m_Corner_02_5storey0_BuildingNode.003,direct glass/window/transparent material name or texture
itu_glass,Glass3_Prop,1,1,434,Glass_Diff.png;Glass_Spec.png,Downtown_30mx15m_01_5storey0_PropNode,direct glass/window/transparent material name or texture
itu_glass,Glass4_Building,3,3,516,Glass_Diff.png;Glass_Spec.png,Downtown_30mX30m_OffsetHeights0_mesh1_BuildingNode;Downtown_30mX30m_OffsetHeights0_mesh1_BuildingNode.001;Downtown_30mX30m_OffsetHeights0_mesh1_BuildingNode.002,direct glass/window/transparent material name or texture
itu_glass,Glass4_Building_1,2,2,552,Glass_Diff.png;Glass_Spec.png,Downtown_30mx30m_Corner_01_5storey0_mesh1_BuildingNode;Downtown_30mx30m_Corner_01_5storey0_mesh1_BuildingNode.001,direct glass/window/transparent material name or texture
itu_glass,Glass4_Building_2,1,1,336,Glass_Diff.png;Glass_Spec.png,Downtown_30mX30m_02_5storey0_mesh_BuildingNode,direct glass/window/transparent material name or texture
itu_glass,Glass_Building,1,1,42,Glass_Diff.png;Glass_Spec.png,Downtown_9mX14m_01_1storey_mesh_BuildingNode,direct glass/window/transparent material name or texture
itu_glass,Glass_Prop,1,1,32,,Glass1_PropNode,direct glass/window/transparent material name or texture
itu_glass,Glass_Transparent2_Building,2,2,352,Glass_Diff.png;Glass_Spec.png,Downtown_30mx30m_Corner_01_5storey0_mesh1_BuildingNode;Downtown_30mx30m_Corner_01_5storey0_mesh1_BuildingNode.001,direct glass/window/transparent material name or texture
itu_glass,Glass_Transparent2_Building_1,1,1,128,Glass_Diff.png;Glass_Spec.png,Downtown_15mX15m_01_5storey0_mesh_BuildingNode,direct glass/window/transparent material name or texture
itu_glass,Glass_Transparent2_Prop,1,1,104,Glass_Diff.png;Glass_Spec.png,Downtown_30mx15m_01_5storey0_PropNode,direct glass/window/transparent material name or texture
itu_glass,Glass_Transparent_Building,2,2,356,Glass_Diff.png;Glass_Norm.png;Glass_Spec.png,Downtown_15mX30m_Corner_10storey0_mesh_BuildingNode;Downtown_15mX30m_Corner_10storey0_mesh_BuildingNode.001,direct glass/window/transparent material name or texture
itu_glass,SkyScraper_40mx40m_31Story:Chair_Tex1_Building,3,3,3648,Glass_Diff.png,Downtown_30mX30m_OffsetHeights0_mesh1_BuildingNode;Downtown_30mX30m_OffsetHeights0_mesh1_BuildingNode.001;Downtown_30mX30m_OffsetHeights0_mesh1_BuildingNode.002,direct glass/window/transparent material name or texture
itu_metal,Emmissive_Iron01_Building,2,2,2008,Iron01_Diff.png;Iron01_Norm.png;Iron01_Spec.png,Downtown_15mX30m_Corner_10storey0_Interior_Emissive0_Bu_c2f;Downtown_15mX30m_Corner_10storey0_Interior_Emissive0_Bu_c2f322e,direct metal/iron/steel material name or texture
itu_metal,Emmissive_ShinyMetal01_Building,2,2,12640,ShinyMetal01_Diff.png;ShinyMetal01_Norm.png;ShinyMetal01_Spec.png,Downtown_15mX30m_Corner_10storey0_Interior_Emissive0_Bu_c2f;Downtown_15mX30m_Corner_10storey0_Interior_Emissive0_Bu_c2f322e,direct metal/iron/steel material name or texture
itu_metal,Metal_Emissive1_Building,1,1,120,Metal01_Diff.png;Metal01_Norm.png;Metal01_Spec.png,mX15m_01_5storey_Interior_mesh_BuildingNode,direct metal/iron/steel material name or texture
itu_metal,Metal_Emissive1_Prop,1,1,120,Metal01_Diff.png;Metal01_Norm.png;Metal01_Spec.png,Downtown_30mx15m_01_5storey_Interior_PropNode,direct metal/iron/steel material name or texture
itu_metal,Metal_Emissive3_Building,2,2,600,Metal01_Diff.png;Metal01_Norm.png;Metal01_Spec.png,Downtown_30mx30m_Corner_01_5storey0_mesh1_BuildingNode;Downtown_30mx30m_Corner_01_5storey0_mesh1_BuildingNode.001,direct metal/iron/steel material name or texture
itu_metal,MetalFence01_Marking,3,3,33960,MetalFence01_Diff.png;MetalFence01_Norm.png;MetalFence01_Spec.png,Prop_MarkingNode;Prop_Marking_1Node;Prop_Marking_2Node,direct metal/iron/steel material name or texture
itu_metal,phong2_Prop,101,101,14948,RoughMetal01_Diff.png;RoughMetal01_Norm.png;RoughMetal01_Spec.png,MetalFencePost01_PropNode;MetalFencePost01_PropNode.001;MetalFencePost01_PropNode.002;MetalFencePost01_PropNode.003;MetalFencePost01_PropNode.004;MetalFencePost01_PropNode.005;MetalFencePost01_PropNode.006;MetalFencePost01_PropNode.007;MetalFencePost01_PropNode.008;MetalFencePost01_PropNode.009;MetalFencePost01_PropNode.010;MetalFencePost01_PropNode.011;MetalFencePost01_PropNode.012;MetalFencePost01_PropNode.013;MetalFencePost01_PropNode.014;MetalFencePost01_PropNode.015;MetalFencePost01_PropNode.016;MetalFencePost01_PropNode.017;MetalFencePost01_PropNode.018;MetalFencePost01_PropNode.019,direct metal/iron/steel material name or texture
itu_wood,Birch01_Trunk_Prop,1,1,5032,Birch01_Trunk_Diff.png;Birch01_Trunk_Norm.png;Birch01_Trunk_Spec.png,Birch01_Trunk_LOD0_geo_PropNode,direct wood/bark material name or texture
itu_wood,WoodFloor_Emissive2_Building,2,2,1317,SidingWoodPolished_Diff.png;SidingWoodPolished_Norm.png;SidingWoodPolished_Spec.png,mX15m_01_5storey_Interior_mesh_BuildingNode;mX15m_01_5storey_TopInterior_mesh_BuildingNode,direct wood/bark material name or texture
itu_wood,WoodFloor_Emissive2_Prop,2,2,1265,SidingWoodPolished_Diff.png;SidingWoodPolished_Norm.png;SidingWoodPolished_Spec.png,Downtown_30mx15m_01_5storey_Interior1_PropNode;Downtown_30mx15m_01_5storey_Interior_PropNode,direct wood/bark material name or texture
itu_wood,WoodFloor_Emissive3_Building,2,2,4680,SidingWoodPolished_Diff.png;SidingWoodPolished_Norm.png;SidingWoodPolished_Spec.png,Downtown_15mX30m_Corner_10storey0_Interior_Emissive0_Bu_c2f;Downtown_15mX30m_Corner_10storey0_Interior_Emissive0_Bu_c2f322e,direct wood/bark material name or texture
itu_wood,WoodFloor_Emissive_Building,2,2,7596,LightWood01_Diff.png;LightWood01_Norm.png;LightWood01_Spec.png,Downtown_30mx30m_Corner_01_5storey0_mesh1_BuildingNode;Downtown_30mx30m_Corner_01_5storey0_mesh1_BuildingNode.001,direct wood/bark material name or texture
