visual_material,candidate_sionna_material,old_confidence,old_reason,strict_reason,slot_count,object_count,face_count,texture_files,objects_preview,required_action
Sign_R6-1-Back.png_LeftOneWaySign,itu_concrete,low,unknown material fallback,no direct physical material keyword; needs manual review,35,35,70,Sign_R6-1-Back.png,Sign_R6-1_0_LeftOneWaySignNode;Sign_R6-1_0_LeftOneWaySignNode.001;Sign_R6-1_0_LeftOneWaySignNode.002;Sign_R6-1_0_LeftOneWaySignNode.003;Sign_R6-1_0_LeftOneWaySignNode.004;Sign_R6-1_0_LeftOneWaySignNode.005;Sign_R6-1_0_LeftOneWaySignNode.006;Sign_R6-1_0_LeftOneWaySignNode.007;Sign_R6-1_0_LeftOneWaySignNode.008;Sign_R6-1_0_LeftOneWaySignNode.009;Sign_R6-1_0_LeftOneWaySignNode.010;Sign_R6-1_0_LeftOneWaySignNode.011;Sign_R6-1_0_LeftOneWaySignNode.012;Sign_R6-1_0_LeftOneWaySignNode.013;Sign_R6-1_0_LeftOneWaySignNode.014;Sign_R6-1_0_LeftOneWaySignNode.015;Sign_R6-1_0_LeftOneWaySignNode.016;Sign_R6-1_0_LeftOneWaySignNode.017;Sign_R6-1_0_LeftOneWaySignNode.018;Sign_R6-1_0_LeftOneWaySignNode.019,manual confirm or create custom Sionna material
Sign_R6-1.svg_rrx_LeftOneWaySign,itu_concrete,low,unknown material fallback,no direct physical material keyword; needs manual review,35,35,70,Sign_R6-1.png,Sign_R6-1_0_LeftOneWaySignNode;Sign_R6-1_0_LeftOneWaySignNode.001;Sign_R6-1_0_LeftOneWaySignNode.002;Sign_R6-1_0_LeftOneWaySignNode.003;Sign_R6-1_0_LeftOneWaySignNode.004;Sign_R6-1_0_LeftOneWaySignNode.005;Sign_R6-1_0_LeftOneWaySignNode.006;Sign_R6-1_0_LeftOneWaySignNode.007;Sign_R6-1_0_LeftOneWaySignNode.008;Sign_R6-1_0_LeftOneWaySignNode.009;Sign_R6-1_0_LeftOneWaySignNode.010;Sign_R6-1_0_LeftOneWaySignNode.011;Sign_R6-1_0_LeftOneWaySignNode.012;Sign_R6-1_0_LeftOneWaySignNode.013;Sign_R6-1_0_LeftOneWaySignNode.014;Sign_R6-1_0_LeftOneWaySignNode.015;Sign_R6-1_0_LeftOneWaySignNode.016;Sign_R6-1_0_LeftOneWaySignNode.017;Sign_R6-1_0_LeftOneWaySignNode.018;Sign_R6-1_0_LeftOneWaySignNode.019,manual confirm or create custom Sionna material
Sign_R6-2_R-Back.png_RightOneWaySign,itu_concrete,low,unknown material fallback,no direct physical material keyword; needs manual review,1,1,2,Sign_R6-2_R-Back.png,Sign_R6-2_R_0_RightOneWaySignNode,manual confirm or create custom Sionna material
Sign_R6-2_R.svg_rrx_RightOneWaySign,itu_concrete,low,unknown material fallback,no direct physical material keyword; needs manual review,1,1,2,Sign_R6-2_R.png,Sign_R6-2_R_0_RightOneWaySignNode,manual confirm or create custom Sionna material
Signals_LightsOff01_Diff.png_Signal,itu_concrete,low,unknown material fallback,no direct physical material keyword; needs manual review,99,99,5892,Signals_LightsOff01_Diff.png,light_green_off_SignalNode;light_green_off_SignalNode.001;light_green_off_SignalNode.002;light_green_off_SignalNode.003;light_green_off_SignalNode.004;light_green_off_SignalNode.005;light_green_off_SignalNode.006;light_green_off_SignalNode.007;light_green_off_Signal_1Node;light_green_off_Signal_1Node.001;light_green_off_Signal_1Node.002;light_green_off_Signal_1Node.003;light_green_off_Signal_2Node;light_green_off_Signal_3Node;light_green_off_Signal_3Node.001;light_green_off_Signal_3Node.002;light_green_off_Signal_3Node.003;light_green_off_Signal_3Node.004;light_green_off_Signal_3Node.005;light_green_off_Signal_3Node.006,manual confirm or create custom Sionna material
Signals_LightsOn01_Diff.png_Signal,itu_concrete,low,unknown material fallback,no direct physical material keyword; needs manual review,99,99,5892,Signals_LightsOn01_Diff.png,light_green_on_SignalNode;light_green_on_SignalNode.001;light_green_on_SignalNode.002;light_green_on_SignalNode.003;light_green_on_SignalNode.004;light_green_on_SignalNode.005;light_green_on_SignalNode.006;light_green_on_SignalNode.007;light_green_on_Signal_1Node;light_green_on_Signal_1Node.001;light_green_on_Signal_1Node.002;light_green_on_Signal_1Node.003;light_green_on_Signal_2Node;light_green_on_Signal_3Node;light_green_on_Signal_3Node.001;light_green_on_Signal_3Node.002;light_green_on_Signal_3Node.003;light_green_on_Signal_3Node.004;light_green_on_Signal_3Node.005;light_green_on_Signal_3Node.006,manual confirm or create custom Sionna material
SkyScraper_40mx40m_31Story:GraniteGlossy1_Building,stone/custom or itu_concrete,low,generic building material fallback,stone/marble/stucco is not an exact provided Sionna preset,3,3,144,SidingGraniteGlossy_Diff.png;SidingGraniteGlossy_Spec.png,Downtown_30mX30m_OffsetHeights0_mesh1_BuildingNode;Downtown_30mX30m_OffsetHeights0_mesh1_BuildingNode.001;Downtown_30mX30m_OffsetHeights0_mesh1_BuildingNode.002,manual confirm or create custom Sionna material
Stone_Trim1_Building,stone/custom or itu_concrete,medium,stone approximated by concrete,stone/marble/stucco is not an exact provided Sionna preset,2,2,896,Stone_Trim_Diff.png;Stone_Trim_Norm.png;Stone_Trim_Spec.png,Downtown_20mX30m_Corner_02_3storey0_mesh_BuildingNode;Downtown_20mX30m_Corner_02_3storey0_mesh_BuildingNode.001,manual confirm or create custom Sionna material
Stone_Trim3_Building,stone/custom or itu_concrete,medium,stone approximated by concrete,stone/marble/stucco is not an exact provided Sionna preset,5,5,4300,Stone_Trim_Diff.png;Stone_Trim_Norm.png;Stone_Trim_Spec.png,Downtown_15mX15m_02_5storey0_BuildingNode;Downtown_15mX15m_02_5storey0_BuildingNode.001;Downtown_15mX15m_02_5storey0_BuildingNode.002;Downtown_15mX15m_02_5storey0_BuildingNode.003;Downtown_15mX15m_02_5storey0_BuildingNode.004,manual confirm or create custom Sionna material
Stone_Trim3_Building_1,stone/custom or itu_concrete,medium,stone approximated by concrete,stone/marble/stucco is not an exact provided Sionna preset,3,3,4068,Stone_Trim_Diff.png;Stone_Trim_Norm.png;Stone_Trim_Spec.png,Downtown_15mX30m_11storey_mesh_BuildingNode;Downtown_15mX30m_11storey_mesh_BuildingNode.001;Downtown_15mX30m_11storey_mesh_BuildingNode.002,manual confirm or create custom Sionna material
Stone_Trim3_Building_2,stone/custom or itu_concrete,medium,stone approximated by concrete,stone/marble/stucco is not an exact provided Sionna preset,2,2,1436,Stone_Trim_Diff.png;Stone_Trim_Norm.png;Stone_Trim_Spec.png,Downtown_14mX15m_Corner_01_5storey0_BuildingNode;Downtown_14mX15m_Corner_01_5storey0_BuildingNode.001,manual confirm or create custom Sionna material
Stone_Trim3_Building_3,stone/custom or itu_concrete,medium,stone approximated by concrete,stone/marble/stucco is not an exact provided Sionna preset,1,1,2186,Stone_Trim_Diff.png;Stone_Trim_Norm.png;Stone_Trim_Spec.png,_30mX30m_8storey_mesh_BuildingNode,manual confirm or create custom Sionna material
Stone_Trim3_Building_4,stone/custom or itu_concrete,medium,stone approximated by concrete,stone/marble/stucco is not an exact provided Sionna preset,2,2,8390,Stone_Trim_Diff.png;Stone_Trim_Norm.png;Stone_Trim_Spec.png,Downtown_15mX30m_Corner_10storey0_mesh_BuildingNode;Downtown_15mX30m_Corner_10storey0_mesh_BuildingNode.001,manual confirm or create custom Sionna material
Stone_Trim3_Building_5,stone/custom or itu_concrete,medium,stone approximated by concrete,stone/marble/stucco is not an exact provided Sionna preset,1,1,860,Stone_Trim_Diff.png;Stone_Trim_Norm.png;Stone_Trim_Spec.png,Downtown_15mX15m_01_5storey0_mesh_BuildingNode,manual confirm or create custom Sionna material
Stone_Trim3_Building_6,stone/custom or itu_concrete,medium,stone approximated by concrete,stone/marble/stucco is not an exact provided Sionna preset,3,3,2580,Stone_Trim_Diff.png;Stone_Trim_Norm.png;Stone_Trim_Spec.png,Downtown_15mX30m_01_5storey_Mesh0_BuildingNode;Downtown_15mX30m_01_5storey_Mesh0_BuildingNode.001;Downtown_15mX30m_01_5storey_Mesh0_BuildingNode.002,manual confirm or create custom Sionna material
Stone_Trim3_Building_7,stone/custom or itu_concrete,medium,stone approximated by concrete,stone/marble/stucco is not an exact provided Sionna preset,4,4,408,Stone_Trim_Diff.png;Stone_Trim_Norm.png;Stone_Trim_Spec.png,Downtown_14mX15m_Corner_02_5storey0_BuildingNode;Downtown_14mX15m_Corner_02_5storey0_BuildingNode.001;Downtown_14mX15m_Corner_02_5storey0_BuildingNode.002;Downtown_14mX15m_Corner_02_5storey0_BuildingNode.003,manual confirm or create custom Sionna material
Stone_Trim3_Prop,stone/custom or itu_concrete,medium,stone approximated by concrete,stone/marble/stucco is not an exact provided Sionna preset,1,1,860,Stone_Trim_Diff.png;Stone_Trim_Norm.png;Stone_Trim_Spec.png,Downtown_30mx15m_01_5storey0_PropNode,manual confirm or create custom Sionna material
Stone_Trim4_Building,stone/custom or itu_concrete,medium,stone approximated by concrete,stone/marble/stucco is not an exact provided Sionna preset,3,3,12045,Stone_Trim_Diff.png;Stone_Trim_Norm.png;Stone_Trim_Spec.png,Downtown_30mX30m_OffsetHeights0_mesh1_BuildingNode;Downtown_30mX30m_OffsetHeights0_mesh1_BuildingNode.001;Downtown_30mX30m_OffsetHeights0_mesh1_BuildingNode.002,manual confirm or create custom Sionna material
Stone_Trim4_Building_1,stone/custom or itu_concrete,medium,stone approximated by concrete,stone/marble/stucco is not an exact provided Sionna preset,4,4,8048,Stone_Trim_Diff.png;Stone_Trim_Norm.png;Stone_Trim_Spec.png,Downtown_30mX45m_Corner_5storey_mesh_BuildingNode;Downtown_30mX45m_Corner_5storey_mesh_BuildingNode.001;Downtown_30mX45m_Corner_5storey_mesh_BuildingNode.002;Downtown_30mX45m_Corner_5storey_mesh_BuildingNode.003,manual confirm or create custom Sionna material
Stone_Trim4_Building_2,stone/custom or itu_concrete,medium,stone approximated by concrete,stone/marble/stucco is not an exact provided Sionna preset,2,2,5648,Stone_Trim_Diff.png;Stone_Trim_Norm.png;Stone_Trim_Spec.png,Downtown_30mx30m_Corner_01_5storey0_mesh1_BuildingNode;Downtown_30mx30m_Corner_01_5storey0_mesh1_BuildingNode.001,manual confirm or create custom Sionna material
Stone_Trim4_Building_3,stone/custom or itu_concrete,medium,stone approximated by concrete,stone/marble/stucco is not an exact provided Sionna preset,1,1,384,Stone_Trim_Diff.png;Stone_Trim_Norm.png;Stone_Trim_Spec.png,Downtown_30mX30m_02_5storey0_mesh_BuildingNode,manual confirm or create custom Sionna material
Stone_Trim8_Building,stone/custom or itu_concrete,medium,stone approximated by concrete,stone/marble/stucco is not an exact provided Sionna preset,6,6,7692,Stone_Trim_Diff.png;Stone_Trim_Norm.png;Stone_Trim_Spec.png,Downtown_6mX15m_01_2storey0_mesh1_BuildingNode;Downtown_6mX15m_01_2storey0_mesh1_BuildingNode.001;Downtown_6mX15m_01_2storey0_mesh1_BuildingNode.002;Downtown_6mX15m_01_2storey0_mesh1_BuildingNode.003;Downtown_6mX15m_01_2storey0_mesh1_BuildingNode.004;Downtown_6mX15m_01_2storey0_mesh1_BuildingNode.005,manual confirm or create custom Sionna material
Stone_Trim9_Building,stone/custom or itu_concrete,medium,stone approximated by concrete,stone/marble/stucco is not an exact provided Sionna preset,1,1,150,Stone_Trim_Diff.png;Stone_Trim_Norm.png;Stone_Trim_Spec.png,Downtown_9mX14m_01_1storey_mesh_BuildingNode,manual confirm or create custom Sionna material
Stone_Trim9_Building_1,stone/custom or itu_concrete,medium,stone approximated by concrete,stone/marble/stucco is not an exact provided Sionna preset,12,12,17280,Stone_Trim_Diff.png;Stone_Trim_Norm.png;Stone_Trim_Spec.png,Downtown_8mX15m_01_4storey_0_mesh1_BuildingNode;Downtown_8mX15m_01_4storey_0_mesh1_BuildingNode.001;Downtown_8mX15m_01_4storey_0_mesh1_BuildingNode.002;Downtown_8mX15m_01_4storey_0_mesh1_BuildingNode.003;Downtown_8mX15m_01_4storey_0_mesh1_BuildingNode.004;Downtown_8mX15m_01_4storey_0_mesh1_BuildingNode.005;Downtown_8mX15m_01_4storey_0_mesh1_BuildingNode.006;Downtown_8mX15m_01_4storey_0_mesh1_BuildingNode.007;Downtown_8mX15m_01_4storey_0_mesh1_BuildingNode.008;Downtown_8mX15m_01_4storey_0_mesh1_BuildingNode.009;Downtown_8mX15m_01_4storey_0_mesh1_BuildingNode.010;Downtown_8mX15m_01_4storey_0_mesh1_BuildingNode.011,manual confirm or create custom Sionna material
Stone_Trim9_Building_2,stone/custom or itu_concrete,medium,stone approximated by concrete,stone/marble/stucco is not an exact provided Sionna preset,5,5,7580,Stone_Trim_Diff.png;Stone_Trim_Norm.png;Stone_Trim_Spec.png,Downtown_8mX15m_02_4storey0_mesh_BuildingNode;Downtown_8mX15m_02_4storey0_mesh_BuildingNode.001;Downtown_8mX15m_02_4storey0_mesh_BuildingNode.002;Downtown_8mX15m_02_4storey0_mesh_BuildingNode.003;Downtown_8mX15m_02_4storey0_mesh_BuildingNode.004,manual confirm or create custom Sionna material
Stone_Trim9_Building_3,stone/custom or itu_concrete,medium,stone approximated by concrete,stone/marble/stucco is not an exact provided Sionna preset,6,6,792,Stone_Trim_Diff.png;Stone_Trim_Spec.png,DownTown_6mX15m_02_2storey0_mesh1_BuildingNode;DownTown_6mX15m_02_2storey0_mesh1_BuildingNode.001;DownTown_6mX15m_02_2storey0_mesh1_BuildingNode.002;DownTown_6mX15m_02_2storey0_mesh1_BuildingNode.003;DownTown_6mX15m_02_2storey0_mesh1_BuildingNode.004;DownTown_6mX15m_02_2storey0_mesh1_BuildingNode.005,manual confirm or create custom Sionna material
Stones_Large3_Building,stone/custom or itu_concrete,medium,stone approximated by concrete,stone/marble/stucco is not an exact provided Sionna preset,2,2,432,Stones_Large_Diff.png;Stones_Large_Norm.png;Stones_Large_Spec.png,Downtown_15mX30m_Corner_10storey0_mesh_BuildingNode;Downtown_15mX30m_Corner_10storey0_mesh_BuildingNode.001,manual confirm or create custom Sionna material
Stones_Large7_Building,stone/custom or itu_concrete,medium,stone approximated by concrete,stone/marble/stucco is not an exact provided Sionna preset,3,3,237,Stones_Large_Diff.png;Stones_Large_Norm.png;Stones_Large_Spec.png,Downtown_30mX30m_OffsetHeights0_mesh1_BuildingNode;Downtown_30mX30m_OffsetHeights0_mesh1_BuildingNode.001;Downtown_30mX30m_OffsetHeights0_mesh1_BuildingNode.002,manual confirm or create custom Sionna material
Stones_Large8_Building,stone/custom or itu_concrete,medium,stone approximated by concrete,stone/marble/stucco is not an exact provided Sionna preset,4,4,1072,Stones_Large_Diff.png;Stones_Large_Norm.png;Stones_Large_Spec.png,Downtown_30mX45m_Corner_5storey_mesh_BuildingNode;Downtown_30mX45m_Corner_5storey_mesh_BuildingNode.001;Downtown_30mX45m_Corner_5storey_mesh_BuildingNode.002;Downtown_30mX45m_Corner_5storey_mesh_BuildingNode.003,manual confirm or create custom Sionna material
Stones_Large_Building,stone/custom or itu_concrete,medium,stone approximated by concrete,stone/marble/stucco is not an exact provided Sionna preset,2,2,20,Stones_Large_Diff.png;Stones_Large_Norm.png;Stones_Large_Spec.png,Downtown_20mX30m_Corner_02_3storey0_mesh_BuildingNode;Downtown_20mX30m_Corner_02_3storey0_mesh_BuildingNode.001,manual confirm or create custom Sionna material
Trunk_Foliage,vegetation/custom or itu_wood,high,wood/tree visual material,vegetation material; needs project policy,25,25,38650,EucalyptusTrunk_Diff.png;EucalyptusTrunk_Norm.png;EucalyptusTrunk_Spec.png,Eucalyptus_Med03_Trunk_FoliageNode;Eucalyptus_Med03_Trunk_FoliageNode.001;Eucalyptus_Med03_Trunk_FoliageNode.002;Eucalyptus_Med03_Trunk_FoliageNode.003;Eucalyptus_Med03_Trunk_FoliageNode.004;Eucalyptus_Med03_Trunk_FoliageNode.005;Eucalyptus_Med03_Trunk_FoliageNode.006;Eucalyptus_Med03_Trunk_FoliageNode.007;Eucalyptus_Med03_Trunk_FoliageNode.008;Eucalyptus_Med03_Trunk_FoliageNode.009;Eucalyptus_Med03_Trunk_FoliageNode.010;Eucalyptus_Med03_Trunk_FoliageNode.011;Eucalyptus_Med03_Trunk_FoliageNode.012;Eucalyptus_Med03_Trunk_FoliageNode.013;Eucalyptus_Med03_Trunk_FoliageNode.014;Eucalyptus_Med03_Trunk_FoliageNode.015;Eucalyptus_Med03_Trunk_FoliageNode.016;Eucalyptus_Med03_Trunk_FoliageNode.017;Eucalyptus_Med03_Trunk_FoliageNode.018;Eucalyptus_Med03_Trunk_FoliageNode.019,manual confirm or create custom Sionna material
Trunk_Foliage_1,vegetation/custom or itu_wood,high,wood/tree visual material,vegetation material; needs project policy,82,82,113816,EucalyptusTrunk_Diff.png;EucalyptusTrunk_Norm.png;EucalyptusTrunk_Spec.png,Eucalyptus_Sm04_Trunk_FoliageNode;Eucalyptus_Sm04_Trunk_FoliageNode.001;Eucalyptus_Sm04_Trunk_FoliageNode.002;Eucalyptus_Sm04_Trunk_FoliageNode.003;Eucalyptus_Sm04_Trunk_FoliageNode.004;Eucalyptus_Sm04_Trunk_FoliageNode.005;Eucalyptus_Sm04_Trunk_FoliageNode.006;Eucalyptus_Sm04_Trunk_FoliageNode.007;Eucalyptus_Sm04_Trunk_FoliageNode.008;Eucalyptus_Sm04_Trunk_FoliageNode.009;Eucalyptus_Sm04_Trunk_FoliageNode.010;Eucalyptus_Sm04_Trunk_FoliageNode.011;Eucalyptus_Sm04_Trunk_FoliageNode.012;Eucalyptus_Sm04_Trunk_FoliageNode.013;Eucalyptus_Sm04_Trunk_FoliageNode.014;Eucalyptus_Sm04_Trunk_FoliageNode.015;Eucalyptus_Sm04_Trunk_FoliageNode.016;Eucalyptus_Sm04_Trunk_FoliageNode.017;Eucalyptus_Sm04_Trunk_FoliageNode.018;Eucalyptus_Sm04_Trunk_FoliageNode.019,manual confirm or create custom Sionna material
Trunk_Foliage_2,vegetation/custom or itu_wood,high,wood/tree visual material,vegetation material; needs project policy,73,73,12848,EucalyptusTrunk_Diff.png;EucalyptusTrunk_Norm.png;EucalyptusTrunk_Spec.png,Eucalyptus_Sm01_Trunk_FoliageNode;Eucalyptus_Sm01_Trunk_FoliageNode.001;Eucalyptus_Sm01_Trunk_FoliageNode.002;Eucalyptus_Sm01_Trunk_FoliageNode.003;Eucalyptus_Sm01_Trunk_FoliageNode.004;Eucalyptus_Sm01_Trunk_FoliageNode.005;Eucalyptus_Sm01_Trunk_FoliageNode.006;Eucalyptus_Sm01_Trunk_FoliageNode.007;Eucalyptus_Sm01_Trunk_FoliageNode.008;Eucalyptus_Sm01_Trunk_FoliageNode.009;Eucalyptus_Sm01_Trunk_FoliageNode.010;Eucalyptus_Sm01_Trunk_FoliageNode.011;Eucalyptus_Sm01_Trunk_FoliageNode.012;Eucalyptus_Sm01_Trunk_FoliageNode.013;Eucalyptus_Sm01_Trunk_FoliageNode.014;Eucalyptus_Sm01_Trunk_FoliageNode.015;Eucalyptus_Sm01_Trunk_FoliageNode.016;Eucalyptus_Sm01_Trunk_FoliageNode.017;Eucalyptus_Sm01_Trunk_FoliageNode.018;Eucalyptus_Sm01_Trunk_FoliageNode.019,manual confirm or create custom Sionna material
Trunk_Foliage_3,vegetation/custom or itu_wood,high,wood/tree visual material,vegetation material; needs project policy,1,1,200,CoulterPineBark_Diff.png;CoulterPineBark_Norm.png;CoulterPineBark_Spec.png,CoulPine_Sm01_Trunk_FoliageNode,manual confirm or create custom Sionna material
Trunk_Foliage_4,vegetation/custom or itu_wood,high,wood/tree visual material,vegetation material; needs project policy,2,2,2136,EucalyptusTrunk_Diff.png;EucalyptusTrunk_Norm.png;EucalyptusTrunk_Spec.png,Eucalyptus_Sm03_Trunks_FoliageNode;Eucalyptus_Sm03_Trunks_FoliageNode.001,manual confirm or create custom Sionna material
Trunk_Foliage_5,vegetation/custom or itu_wood,high,wood/tree visual material,vegetation material; needs project policy,3,3,3024,EucalyptusTrunk_Diff.png;EucalyptusTrunk_Norm.png;EucalyptusTrunk_Spec.png,Eucalyptus_Med02_Trunk_FoliageNode;Eucalyptus_Med02_Trunk_FoliageNode.001;Eucalyptus_Med02_Trunk_FoliageNode.002,manual confirm or create custom Sionna material
Trunk_Foliage_6,vegetation/custom or itu_wood,high,wood/tree visual material,vegetation material; needs project policy,1,1,757,CoulterPineBark_Diff.png;CoulterPineBark_Norm.png;CoulterPineBark_Spec.png,CoulPine_Med01_Trunk_FoliageNode,manual confirm or create custom Sionna material
Urban_Mat_FireHydrantProp,itu_concrete,low,unknown material fallback,no direct physical material keyword; needs manual review,9,9,10800,UrbanProps01_Diff.png;UrbanProps01_Norm.png;UrbanProps01_Spec.png,FireHydrant02_FireHydrantPropNode;FireHydrant02_FireHydrantPropNode.001;FireHydrant02_FireHydrantPropNode.002;FireHydrant02_FireHydrantPropNode.003;FireHydrant02_FireHydrantPropNode.004;FireHydrant02_FireHydrantPropNode.005;FireHydrant02_FireHydrantPropNode.006;FireHydrant02_FireHydrantPropNode.007;FireHydrant02_FireHydrantPropNode.008,manual confirm or create custom Sionna material
Urban_Mat_Prop,itu_concrete,low,unknown material fallback,no direct physical material keyword; needs manual review,5,5,1020,UrbanProps01_Diff.png;UrbanProps01_Norm.png;UrbanProps01_Spec.png,Trashcan_Square01_PropNode;Trashcan_Square01_PropNode.001;Trashcan_Square01_PropNode.002;Trashcan_Square01_PropNode.003;Trashcan_Square01_PropNode.004,manual confirm or create custom Sionna material
Urban_Mat_Prop_1,itu_concrete,low,unknown material fallback,no direct physical material keyword; needs manual review,8,8,4704,UrbanProps01_Diff.png;UrbanProps01_Norm.png;UrbanProps01_Spec.png,Trashcan_Cylinder01_PropNode;Trashcan_Cylinder01_PropNode.001;Trashcan_Cylinder01_PropNode.002;Trashcan_Cylinder01_PropNode.003;Trashcan_Cylinder01_PropNode.004;Trashcan_Cylinder01_PropNode.005;Trashcan_Cylinder01_PropNode.006;Trashcan_Cylinder01_PropNode.007,manual confirm or create custom Sionna material
Urban_Mat_Prop_10,itu_concrete,low,unknown material fallback,no direct physical material keyword; needs manual review,1,1,696,UrbanProps01_Diff.png;UrbanProps01_Norm.png;UrbanProps01_Spec.png,Directory02_PropNode,manual confirm or create custom Sionna material
Urban_Mat_Prop_11,itu_concrete,low,unknown material fallback,no direct physical material keyword; needs manual review,1,1,1084,UrbanProps01_Diff.png;UrbanProps01_Norm.png;UrbanProps01_Spec.png,BusStop_Sm01_mesh_PropNode,manual confirm or create custom Sionna material
Urban_Mat_Prop_2,itu_concrete,low,unknown material fallback,no direct physical material keyword; needs manual review,1,1,266,UrbanProps01_Diff.png;UrbanProps01_Norm.png;UrbanProps01_Spec.png,Trashcan_Square02_PropNode,manual confirm or create custom Sionna material
Urban_Mat_Prop_3,itu_concrete,low,unknown material fallback,no direct physical material keyword; needs manual review,1,1,3702,UrbanProps01_Diff.png;UrbanProps01_Norm.png;UrbanProps01_Spec.png,NewspaperStand_Lg01_PropNode,manual confirm or create custom Sionna material
Urban_Mat_Prop_4,itu_concrete,low,unknown material fallback,no direct physical material keyword; needs manual review,2,2,1878,UrbanProps01_Diff.png;UrbanProps01_Norm.png;UrbanProps01_Spec.png,ElectricalBox_Lg01_PropNode;ElectricalBox_Lg01_PropNode.001,manual confirm or create custom Sionna material
Urban_Mat_Prop_5,itu_concrete,low,unknown material fallback,no direct physical material keyword; needs manual review,5,5,480,UrbanProps01_Diff.png;UrbanProps01_Norm.png;UrbanProps01_Spec.png,Table01_PropNode;Table01_PropNode.001;Table01_PropNode.002;Table01_PropNode.003;Table01_PropNode.004,manual confirm or create custom Sionna material
Urban_Mat_Prop_6,itu_concrete,low,unknown material fallback,no direct physical material keyword; needs manual review,6,6,1296,UrbanProps01_Diff.png;UrbanProps01_Norm.png;UrbanProps01_Spec.png,BikeRack_Metal02_PropNode;BikeRack_Metal02_PropNode.001;BikeRack_Metal02_PropNode.002;BikeRack_Metal02_PropNode.003;BikeRack_Metal02_PropNode.004;BikeRack_Metal02_PropNode.005,manual confirm or create custom Sionna material
Urban_Mat_Prop_7,itu_concrete,low,unknown material fallback,no direct physical material keyword; needs manual review,2,2,1180,UrbanProps01_Diff.png;UrbanProps01_Norm.png;UrbanProps01_Spec.png,Umbrella01_PropNode;Umbrella01_PropNode.001,manual confirm or create custom Sionna material
Urban_Mat_Prop_8,itu_concrete,low,unknown material fallback,no direct physical material keyword; needs manual review,6,6,5472,UrbanProps01_Diff.png;UrbanProps01_Norm.png;UrbanProps01_Spec.png,BikeRack_PaintedMetal01_PropNode;BikeRack_PaintedMetal01_PropNode.001;BikeRack_PaintedMetal01_PropNode.002;BikeRack_PaintedMetal01_PropNode.003;BikeRack_PaintedMetal01_PropNode.004;BikeRack_PaintedMetal01_PropNode.005,manual confirm or create custom Sionna material
Urban_Mat_Prop_9,itu_concrete,low,unknown material fallback,no direct physical material keyword; needs manual review,6,6,1200,UrbanProps01_Diff.png;UrbanProps01_Norm.png;UrbanProps01_Spec.png,BikeRack_Metal03_PropNode;BikeRack_Metal03_PropNode.001;BikeRack_Metal03_PropNode.002;BikeRack_Metal03_PropNode.003;BikeRack_Metal03_PropNode.004;BikeRack_Metal03_PropNode.005,manual confirm or create custom Sionna material
